amenity,capacity,parking,access,fee,coordinates
parking,19.516616314199396,,,unknown,"[(2.0948219, 41.5135744), (2.0946733, 41.5134644), (2.0953475, 41.5129954), (2.0955397, 41.513161), (2.0949875, 41.5135348), (2.0949423, 41.5134962), (2.0948219, 41.5135744)]"
parking,19.516616314199396,surface,,unknown,"[(2.7316425, 41.6918507), (2.7316611, 41.6918134), (2.7319578, 41.6918393), (2.7320764, 41.6918439), (2.7321443, 41.6918526), (2.7322295, 41.6918772), (2.7323098, 41.691907), (2.7323552, 41.6919331), (2.7324299, 41.6919795), (2.7324762, 41.6920247), (2.7325201, 41.6920765), (2.7325582, 41.6921453), (2.7325996, 41.6922273), (2.7326518, 41.6923308), (2.7325727, 41.6923533), (2.7316425, 41.6918507)]"
parking,19.516616314199396,surface,,unknown,"[(2.7343522, 41.6915418), (2.7333871, 41.6925497), (2.7333778, 41.6925575), (2.7333682, 41.6925612), (2.7333584, 41.6925622), (2.7333495, 41.6925593), (2.7333397, 41.6925509), (2.7331624, 41.6921854), (2.7331136, 41.6920835), (2.7331404, 41.6920198), (2.7331673, 41.6919577), (2.7331655, 41.6918727), (2.7331762, 41.6918097), (2.7331981, 41.6917745), (2.7332384, 41.6917403), (2.7333153, 41.6917095), (2.7335341, 41.6916629), (2.7341596, 41.6914132), (2.7343522, 41.6915418)]"
parking,19.516616314199396,,,unknown,"[(1.7547813, 41.2856913), (1.7548488, 41.2855194), (1.7555115, 41.285623), (1.7553766, 41.2858323), (1.7547813, 41.2856913)]"
parking,10.0,lane,,unknown,"[(1.6793233, 41.9129559), (1.679316, 41.912996), (1.6791911, 41.9130191), (1.6790221, 41.9130382), (1.679028, 41.9129926), (1.6793233, 41.9129559)]"
parking,8.0,street_side,,unknown,"[(1.7128412, 41.2184772), (1.7129138, 41.2183504), (1.7129678, 41.2183666), (1.7128949, 41.2184918), (1.7128412, 41.2184772)]"
parking,10.0,street_side,,unknown,"[(1.7140905, 41.2194713), (1.7141556, 41.2194507), (1.7144801, 41.2195925), (1.7144705, 41.2196064), (1.7144579, 41.2196208), (1.7140905, 41.2194713)]"
parking,19.516616314199396,surface,,unknown,"[(2.4265517, 41.5569936), (2.4266797, 41.5567095), (2.4268077, 41.5564944), (2.426911, 41.5563886), (2.427057, 41.5562508), (2.4272075, 41.556113), (2.4273939, 41.5560457), (2.4276499, 41.555955), (2.4279396, 41.555834), (2.4281709, 41.5557785), (2.4283663, 41.5557953), (2.4284876, 41.5558474), (2.4285729, 41.5559399), (2.4285684, 41.5560659), (2.428409, 41.5564726), (2.4271087, 41.5569583), (2.4268145, 41.5570188), (2.4265517, 41.5569936)]"
parking,19.516616314199396,,,unknown,"[(2.4286438, 41.6207975), (2.4286317, 41.620715), (2.4286769, 41.6207117), (2.4286769, 41.6207069), (2.428644, 41.6206688), (2.4286601, 41.6206625), (2.4286794, 41.6206625), (2.4287214, 41.6206254), (2.4287349, 41.6206071), (2.4287865, 41.6206331), (2.4289084, 41.6207348), (2.4289116, 41.6207787), (2.4286438, 41.6207975)]"
parking,19.516616314199396,,,unknown,"[(2.1698011, 41.6855626), (2.1699406, 41.6855125), (2.1700479, 41.6855916), (2.1701726, 41.6856307), (2.170296, 41.6857338), (2.1701927, 41.6857999), (2.1700935, 41.6857158), (2.1699902, 41.6856747), (2.169891, 41.6856247), (2.1698011, 41.6855626)]"
parking,19.516616314199396,,,unknown,"[(2.0725927, 41.3789074), (2.0724689, 41.3782434), (2.0725219, 41.378262), (2.0726529, 41.3788888), (2.0725927, 41.3789074)]"
parking,19.516616314199396,,,unknown,"[(2.0727343, 41.3780761), (2.0726777, 41.3777814), (2.0728617, 41.3777601), (2.072936, 41.3780655), (2.0727343, 41.3780761)]"
parking,19.516616314199396,,,unknown,"[(2.0760647, 41.3771041), (2.076185, 41.3769023), (2.0768256, 41.3769023), (2.0766416, 41.3772715), (2.0760647, 41.3771041)]"
parking,19.516616314199396,,,unknown,"[(2.0174026, 41.5624082), (2.017405, 41.5622804), (2.017673, 41.5622832), (2.0176706, 41.5624111), (2.0174026, 41.5624082)]"
parking,19.516616314199396,street_side,,yes,"[(2.1662887, 41.4036771), (2.1663131, 41.4036481), (2.166429, 41.4036435), (2.166455, 41.4036752), (2.1662887, 41.4036771)]"
parking,19.516616314199396,,,unknown,"[(2.1424009, 41.5055221), (2.1423044, 41.505508), (2.1424063, 41.5052228), (2.1425082, 41.5052409), (2.1424009, 41.5055221)]"
parking,19.516616314199396,surface,,no,"[(2.0027489, 41.4350448), (2.0030758, 41.4345331), (2.0032692, 41.434324), (2.0033561, 41.4343464), (2.0029214, 41.4350963), (2.0027489, 41.4350448)]"
parking,19.516616314199396,,,unknown,"[(2.032887, 41.2706042), (2.0328237, 41.2706039), (2.0328291, 41.26996), (2.0328923, 41.2699603), (2.032887, 41.2706042)]"
parking,19.516616314199396,,,unknown,"[(2.0328873, 41.2698523), (2.0328378, 41.2698524), (2.0328353, 41.26939), (2.0328846, 41.2693898), (2.0328873, 41.2698523)]"
parking,19.516616314199396,,,unknown,"[(2.0328767, 41.2691652), (2.0328306, 41.2691654), (2.0328288, 41.2689973), (2.032875, 41.268997), (2.0328767, 41.2691652)]"
parking,19.516616314199396,,,unknown,"[(2.0328717, 41.2688802), (2.0328291, 41.2688802), (2.0328288, 41.2685732), (2.0328714, 41.2685731), (2.0328717, 41.2688802)]"
parking,19.516616314199396,,,unknown,"[(2.0330133, 41.268908), (2.032968, 41.2689084), (2.0329625, 41.2685874), (2.0330078, 41.2685869), (2.0330133, 41.268908)]"
parking,19.516616314199396,,,unknown,"[(2.0330289, 41.2706133), (2.0329656, 41.2706132), (2.0329689, 41.2694218), (2.0330321, 41.2694219), (2.0330289, 41.2706133)]"
parking,19.516616314199396,surface,,unknown,"[(1.6187828, 41.5953867), (1.6189903, 41.5946594), (1.6191854, 41.5941267), (1.619261, 41.5941524), (1.6193209, 41.5940192), (1.619814, 41.5940664), (1.619802, 41.5941088), (1.6196113, 41.5941126), (1.6194671, 41.5941576), (1.6193915, 41.5942038), (1.6193228, 41.5942873), (1.6192129, 41.5945223), (1.6191356, 41.5947907), (1.6190446, 41.5952788), (1.618988, 41.5954406), (1.6187828, 41.5953867)]"
parking,19.516616314199396,surface,,yes,"[(2.3214103, 41.6247521), (2.3218046, 41.6245005), (2.3219722, 41.6246169), (2.3222405, 41.6248033), (2.3218676, 41.6250709), (2.3214103, 41.6247521)]"
parking,19.516616314199396,,,unknown,"[(2.0648518, 41.3086602), (2.0647747, 41.3087307), (2.0647194, 41.3087122), (2.0640215, 41.3078314), (2.0640788, 41.3078018), (2.0645396, 41.3083666), (2.0646418, 41.3084772), (2.0647587, 41.3085861), (2.0648518, 41.3086602)]"
parking,19.516616314199396,,,unknown,"[(2.0640552, 41.3077734), (2.0639989, 41.3077989), (2.0636079, 41.3073109), (2.063664, 41.3072855), (2.0640552, 41.3077734)]"
parking,19.516616314199396,,,unknown,"[(1.8134325, 41.2489668), (1.8130237, 41.2483762), (1.8134852, 41.248202), (1.8136189, 41.2484456), (1.8137696, 41.2486793), (1.8138148, 41.2487232), (1.8139071, 41.2487473), (1.8139279, 41.2487728), (1.8134325, 41.2489668)]"
parking,19.516616314199396,,,unknown,"[(2.1272221, 41.5294197), (2.1280623, 41.5295853), (2.1279732, 41.5297189), (2.127206, 41.529747), (2.1272221, 41.5294197)]"
parking,19.516616314199396,,,unknown,"[(1.7077046, 41.2813517), (1.7077442, 41.2813059), (1.7080146, 41.2814497), (1.7077046, 41.2813517)]"
parking,19.516616314199396,surface,,unknown,"[(1.7740964, 41.3613632), (1.7741163, 41.3614881), (1.7738684, 41.3615245), (1.7735851, 41.3615511), (1.7735292, 41.3613762), (1.7738687, 41.3613332), (1.7740802, 41.3613034), (1.7740964, 41.3613632)]"
parking,19.516616314199396,surface,,no,"[(1.7769419, 41.3617802), (1.7763698, 41.3621979), (1.7761274, 41.3620456), (1.7764185, 41.3617759), (1.7765849, 41.361644), (1.7766821, 41.3615501), (1.7767487, 41.3614821), (1.7768259, 41.3614661), (1.7768352, 41.3614941), (1.7768751, 41.3615571), (1.7769084, 41.361619), (1.7769098, 41.361673), (1.7768911, 41.361735), (1.7769419, 41.3617802)]"
parking,19.516616314199396,,,unknown,"[(2.1515285, 41.5015948), (2.1515588, 41.5015546), (2.1517339, 41.5016158), (2.1517036, 41.5016648), (2.1515285, 41.5015948)]"
parking,19.516616314199396,surface,,unknown,"[(2.1743475, 41.4443469), (2.1749254, 41.4445679), (2.1747604, 41.4448161), (2.174187, 41.4445925), (2.1743475, 41.4443469)]"
parking,19.516616314199396,,,unknown,"[(-64.6798688, 10.1562053), (-64.6799289, 10.1562103), (-64.6799721, 10.1557245), (-64.6799049, 10.1557419), (-64.6798872, 10.1559074), (-64.6798688, 10.1562053)]"
parking,19.516616314199396,,,unknown,"[(-64.6796004, 10.1558659), (-64.6797627, 10.1558579), (-64.6797573, 10.1557946), (-64.6798405, 10.1557893), (-64.6798391, 10.1557338), (-64.6797587, 10.1557537), (-64.6797372, 10.1557853), (-64.6795937, 10.1558183), (-64.6796004, 10.1558659)]"
parking,19.516616314199396,,,unknown,"[(-64.6799276, 10.1556401), (-64.6799022, 10.1555926), (-64.679587, 10.1557246), (-64.6796125, 10.1557761), (-64.6799276, 10.1556401)]"
parking,19.516616314199396,,,unknown,"[(-64.6793719, 10.1585385), (-64.6793974, 10.1583524), (-64.6791706, 10.1583266), (-64.6791497, 10.1585057), (-64.6793719, 10.1585385)]"
parking,19.516616314199396,,,unknown,"[(-64.6788132, 10.1584397), (-64.6790145, 10.1584474), (-64.6790186, 10.1583436), (-64.6788172, 10.158336), (-64.6788132, 10.1584397)]"
parking,18.0,,,unknown,"[(1.9336947, 41.4072068), (1.933588, 41.4069587), (1.9339101, 41.4068695), (1.9339603, 41.40707), (1.9339744, 41.4071265), (1.9336947, 41.4072068)]"
parking,19.516616314199396,,,unknown,"[(-64.6848073, 10.1467968), (-64.6848575, 10.1466624), (-64.684722, 10.146598), (-64.6846426, 10.1467164), (-64.6848073, 10.1467968)]"
parking,19.516616314199396,,,unknown,"[(-64.6843262, 10.1471244), (-64.684415, 10.1471853), (-64.6845551, 10.1472761), (-64.6845814, 10.1472929), (-64.6846078, 10.1473097), (-64.6847722, 10.1470649), (-64.6846858, 10.1469777), (-64.6845843, 10.147108), (-64.6843916, 10.146985), (-64.6843262, 10.1471244)]"
parking,19.516616314199396,,,unknown,"[(-64.6848559, 10.1494558), (-64.6850301, 10.1487823), (-64.6853839, 10.1488688), (-64.6854678, 10.1487754), (-64.6849759, 10.1486653), (-64.6847686, 10.1494891), (-64.6848559, 10.1494558)]"
parking,19.516616314199396,,,unknown,"[(-64.6983805, 10.1556897), (-64.6985857, 10.155559), (-64.6983256, 10.1551758), (-64.6981026, 10.1553152), (-64.6983805, 10.1556897)]"
parking,19.516616314199396,,,unknown,"[(-64.6981947, 10.1551131), (-64.6982247, 10.1550417), (-64.6980389, 10.1547647), (-64.6968197, 10.1555991), (-64.6970427, 10.1558743), (-64.6981947, 10.1551131)]"
parking,19.516616314199396,,,unknown,"[(-64.6736716, 10.1704266), (-64.6736766, 10.1702176), (-64.6735211, 10.1702176), (-64.673526, 10.1704266), (-64.673637, 10.1704266), (-64.6736716, 10.1704266)]"
parking,19.516616314199396,,,unknown,"[(-64.6738444, 10.1700767), (-64.673842, 10.1695665), (-64.6736692, 10.1695641), (-64.6736865, 10.1700792), (-64.6738444, 10.1700767)]"
parking,19.516616314199396,,,unknown,"[(-64.6807193, 10.1671275), (-64.6806445, 10.1674258), (-64.6822458, 10.1678677), (-64.6823655, 10.1673227), (-64.6822196, 10.1672932), (-64.6821597, 10.1675289), (-64.6815462, 10.1673632), (-64.6815162, 10.1674184), (-64.6812281, 10.1673448), (-64.6812394, 10.1672822), (-64.6807193, 10.1671275)]"
parking,19.516616314199396,,,unknown,"[(-64.6783793, 10.1670038), (-64.6785079, 10.1670118), (-64.6785291, 10.166688), (-64.678047, 10.1666126), (-64.6780324, 10.1667521), (-64.6783955, 10.1667938), (-64.6783793, 10.1670038)]"
parking,1.0,,,unknown,"[(1.9498163, 41.4293993), (1.9497711, 41.4294372), (1.9495202, 41.4292824), (1.9495723, 41.4292453), (1.9498163, 41.4293993)]"
parking,19.516616314199396,surface,,unknown,"[(1.9976931, 41.3942238), (1.9975394, 41.3940947), (1.9980251, 41.3937575), (1.9981648, 41.3939125), (1.9978166, 41.3941516), (1.9976931, 41.3942238)]"
parking,19.516616314199396,surface,,no,"[(2.0533769, 41.3892974), (2.0531881, 41.3892255), (2.0532676, 41.3890973), (2.0533105, 41.3890281), (2.0534952, 41.3891027), (2.0533769, 41.3892974)]"
parking,19.516616314199396,surface,,unknown,"[(2.0770177, 41.3516395), (2.0779386, 41.3497117), (2.0780619, 41.3497448), (2.077141, 41.3516727), (2.0770177, 41.3516395)]"
parking,19.516616314199396,surface,,unknown,"[(2.0194923, 41.4058352), (2.0191838, 41.4066641), (2.0189837, 41.4065812), (2.0189979, 41.4064866), (2.0190061, 41.406383), (2.0190183, 41.4062488), (2.0190203, 41.4061222), (2.0190142, 41.4060384), (2.019004, 41.4059362), (2.0189939, 41.4058478), (2.0189776, 41.4057685), (2.0189573, 41.4056938), (2.0189248, 41.4056252), (2.0188922, 41.4055627), (2.0191954, 41.405699), (2.0194923, 41.4058352)]"
parking,19.516616314199396,surface,,unknown,"[(2.0196703, 41.4049694), (2.0195266, 41.4054825), (2.0192197, 41.4054445), (2.0191022, 41.4053943), (2.0195478, 41.4049156), (2.0196703, 41.4049694)]"
parking,19.516616314199396,,,unknown,"[(2.1464047, 41.5299774), (2.1463788, 41.5299417), (2.1465927, 41.5298113), (2.1466324, 41.5298459), (2.1465265, 41.5299242), (2.1464047, 41.5299774)]"
parking,19.516616314199396,,,unknown,"[(2.1463815, 41.5296276), (2.146419, 41.5296074), (2.1466336, 41.5297871), (2.1466484, 41.5297931), (2.1468911, 41.5296044), (2.14693, 41.5295522), (2.1469754, 41.5295932), (2.1468886, 41.5296772), (2.1467223, 41.5297967), (2.1466324, 41.5298459), (2.1463815, 41.5296276)]"
parking,19.516616314199396,,,unknown,"[(2.1466376, 41.5297078), (2.1468415, 41.5295492), (2.1468214, 41.5295361), (2.1468562, 41.529499), (2.1468938, 41.5295301), (2.1466537, 41.5297239), (2.1466376, 41.5297078)]"
parking,19.516616314199396,,,unknown,"[(2.1469997, 41.5292861), (2.1471218, 41.5291727), (2.1471526, 41.5292179), (2.1470332, 41.5293333), (2.1469997, 41.5292861)]"
parking,19.516616314199396,street_side,,unknown,"[(2.1294107, 41.5211001), (2.1294764, 41.5211202), (2.129408, 41.5212307), (2.1293449, 41.5212025), (2.1294107, 41.5211001)]"
parking,19.516616314199396,street_side,,unknown,"[(2.1294938, 41.5209686), (2.129526, 41.5209194), (2.129703, 41.5208842), (2.1299042, 41.5209606), (2.1298452, 41.5209857), (2.1297218, 41.5209244), (2.1296883, 41.5209334), (2.1295622, 41.5209485), (2.1295233, 41.5209826), (2.1294938, 41.5209686)]"
parking,19.516616314199396,,,unknown,"[(2.1299191, 41.5241666), (2.1301596, 41.5242366), (2.1299331, 41.5246194), (2.1298514, 41.5246491), (2.1298887, 41.5246946), (2.1299658, 41.5246666), (2.1299835, 41.524733), (2.1297575, 41.5248039), (2.129683, 41.524847), (2.1296295, 41.5247383), (2.1299191, 41.5241666)]"
parking,19.516616314199396,,,unknown,"[(2.1605475, 41.6421757), (2.160437, 41.6419725), (2.1608526, 41.6418346), (2.1608702, 41.6418388), (2.1607172, 41.642208), (2.1606775, 41.6421958), (2.1606191, 41.6421487), (2.1605475, 41.6421757)]"
parking,19.516616314199396,,,unknown,"[(2.1905838, 41.5892193), (2.190632, 41.589241), (2.19065, 41.5892491), (2.1907849, 41.5893096), (2.1906742, 41.5895404), (2.1904952, 41.5894841), (2.1905838, 41.5892193)]"
parking,19.516616314199396,,,unknown,"[(2.1907147, 41.5895531), (2.1908144, 41.5893257), (2.1909586, 41.589367), (2.1910651, 41.5893975), (2.1912881, 41.5894615), (2.1912007, 41.5897059), (2.1907147, 41.5895531)]"
parking,19.516616314199396,,,unknown,"[(2.1907384, 41.5891861), (2.1907828, 41.5890856), (2.1907951, 41.5890519), (2.1908114, 41.589007), (2.1908573, 41.5890227), (2.1908773, 41.5889865), (2.190962, 41.5890007), (2.1909539, 41.5890789), (2.1910829, 41.5890872), (2.1910692, 41.5892795), (2.1907384, 41.5891861)]"
parking,19.516616314199396,,,unknown,"[(2.1689325, 41.623508), (2.169016, 41.6233939), (2.1693811, 41.6235758), (2.1691679, 41.6237686), (2.1690387, 41.6239075), (2.1684671, 41.6245199), (2.1683238, 41.6244578), (2.1689715, 41.6235715), (2.1689042, 41.6235477), (2.1689325, 41.623508)]"
parking,19.516616314199396,,,unknown,"[(2.1693811, 41.6235758), (2.1698407, 41.6238048), (2.1689045, 41.6248534), (2.1683882, 41.6246014), (2.1684671, 41.6245199), (2.1690387, 41.6239075), (2.1693811, 41.6235758)]"
parking,19.516616314199396,,,unknown,"[(1.6730295, 41.5568479), (1.6733928, 41.5564769), (1.6734853, 41.5565291), (1.6731437, 41.5568932), (1.6730295, 41.5568479)]"
parking,19.516616314199396,,,unknown,"[(2.1672989, 41.6346574), (2.1672892, 41.634625), (2.1672705, 41.6345628), (2.1672651, 41.6344465), (2.1673134, 41.6343824), (2.1679222, 41.6343383), (2.1679169, 41.6344505), (2.1680778, 41.6344746), (2.168059, 41.6346971), (2.1680502, 41.6347395), (2.1672989, 41.6346574)]"
parking,19.516616314199396,,,unknown,"[(2.1254334, 41.4703655), (2.1255233, 41.470278), (2.1255501, 41.4704171), (2.125591, 41.4705334), (2.125654, 41.4706296), (2.1257031, 41.4706734), (2.1256762, 41.4706813), (2.1254801, 41.4704888), (2.1254077, 41.4703803), (2.1254334, 41.4703655)]"
parking,19.516616314199396,,,unknown,"[(2.1248823, 41.4702684), (2.1248531, 41.4702176), (2.1251695, 41.4700566), (2.125208, 41.4700059), (2.1252197, 41.4700864), (2.1251964, 41.4701739), (2.1248823, 41.4702684)]"
parking,19.516616314199396,,,unknown,"[(2.1252419, 41.4701782), (2.1252699, 41.4700785), (2.1252396, 41.4699622), (2.1251555, 41.4698108), (2.1250318, 41.4696761), (2.1248671, 41.4694635), (2.1247422, 41.4693026), (2.1247718, 41.469279), (2.124835, 41.4693627), (2.124958, 41.4695258), (2.1251589, 41.4697585), (2.1252849, 41.4699859), (2.1253096, 41.4700654), (2.1253085, 41.4701363), (2.1252839, 41.4701861), (2.1252419, 41.4701782)]"
parking,19.516616314199396,,,unknown,"[(2.1244597, 41.4690987), (2.1246126, 41.4692194), (2.124706, 41.4693174), (2.1246932, 41.4693183), (2.1246255, 41.4692991), (2.1245251, 41.469383), (2.124469, 41.4693323), (2.1245706, 41.4692536), (2.1245262, 41.4692055), (2.1244457, 41.4691285), (2.1244258, 41.4690996), (2.1244597, 41.4690987)]"
parking,19.516616314199396,,,unknown,"[(2.1241888, 41.469076), (2.1241958, 41.4690296), (2.124232, 41.468992), (2.1242776, 41.4689859), (2.1243172, 41.4690042), (2.1243464, 41.469034), (2.1241888, 41.469076)]"
parking,19.516616314199396,,,unknown,"[(2.1237744, 41.4687488), (2.1238549, 41.4687838), (2.1239133, 41.4687925), (2.123967, 41.4687864), (2.1239868, 41.4688065), (2.1238934, 41.4688721), (2.1237393, 41.4688013), (2.1237112, 41.4687813), (2.1237275, 41.4687297), (2.1237744, 41.4687488)]"
parking,19.516616314199396,,,unknown,"[(2.1234673, 41.4683455), (2.1235268, 41.4684102), (2.1235817, 41.4684968), (2.1235958, 41.4685696), (2.1234731, 41.4684206), (2.1234006, 41.4683325), (2.1232603, 41.468214), (2.1232957, 41.468202), (2.1234194, 41.4682869), (2.1234556, 41.4683201), (2.1234673, 41.4683455)]"
parking,60.0,,,unknown,"[(1.9263942, 41.4799781), (1.9264968, 41.479941), (1.9273214, 41.4804819), (1.9271091, 41.480466), (1.9270808, 41.4804527), (1.9263942, 41.4799781)]"
parking,19.516616314199396,,,unknown,"[(2.1242429, 41.4698943), (2.1242958, 41.4698561), (2.124333, 41.4699132), (2.1243613, 41.4699543), (2.1244109, 41.4699795), (2.1244693, 41.4699649), (2.1245294, 41.4699118), (2.1245914, 41.4699556), (2.1244976, 41.4700206), (2.1244215, 41.4700338), (2.1243542, 41.4700166), (2.1242799, 41.4699728), (2.1242429, 41.4698943)]"
parking,19.516616314199396,,,unknown,"[(2.1339025, 41.4894603), (2.1337402, 41.4892875), (2.1337282, 41.4892946), (2.1337067, 41.4892805), (2.1338234, 41.4891409), (2.1338408, 41.4891529), (2.1338824, 41.4891188), (2.1339199, 41.4891318), (2.1340353, 41.4892022), (2.1340192, 41.4892162), (2.1341774, 41.4893207), (2.1339025, 41.4894603)]"
parking,19.516616314199396,,,unknown,"[(1.7725353, 42.0526139), (1.7726644, 42.0526438), (1.7724538, 42.052852), (1.7723946, 42.052865), (1.7723413, 42.0529326), (1.7723101, 42.0529769), (1.7723392, 42.0530154), (1.7721842, 42.0531489), (1.77207, 42.0529269), (1.772451, 42.0526016), (1.7725353, 42.0526139)]"
parking,1.0,street_side,,unknown,"[(2.1497174, 41.3961196), (2.1496788, 41.3960959), (2.1496927, 41.3960831), (2.1497314, 41.3961067), (2.1497174, 41.3961196)]"
parking,19.516616314199396,,,unknown,"[(2.2354744, 41.4623548), (2.2353381, 41.4624861), (2.2344776, 41.4619988), (2.2344503, 41.4619755), (2.2344581, 41.4619404), (2.2348631, 41.4610008), (2.2349059, 41.4609716), (2.2349487, 41.4609687), (2.2361208, 41.4612488), (2.2360903, 41.4613301), (2.2352849, 41.4611451), (2.2349083, 41.4620481), (2.2354744, 41.4623548)]"
parking,19.516616314199396,,,unknown,"[(2.2350053, 41.4606966), (2.2350545, 41.4605756), (2.2351588, 41.4603809), (2.2351962, 41.4603292), (2.2352179, 41.4603115), (2.2352474, 41.4603071), (2.2353518, 41.4603336), (2.2353695, 41.4602982), (2.2360803, 41.4604738), (2.2360941, 41.4604959), (2.2361098, 41.4605181), (2.2361098, 41.4605594), (2.2359464, 41.4609504), (2.2359129, 41.460977), (2.2358716, 41.4609844), (2.2358224, 41.460977), (2.2350309, 41.4607852), (2.2350053, 41.4607719), (2.2349934, 41.4607438), (2.2349954, 41.4607217), (2.2350053, 41.4606966)]"
